STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2009,,9.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2010,,8.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2011,,7.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2012,,7.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2013,,6.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2014,,5.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2015,,4.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2016,,3.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2017,,2.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2018,,1.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2019,,0.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2020,,0.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2021,,-0.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2022,,-0.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LU,Luxembourg,2023,,-0.9,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2006,,15.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2007,,13.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2008,,11.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2009,,13.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2010,,15.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2011,,14.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2012,,14.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2013,,16.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2014,,17.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2015,,18.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2016,,19.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2017,,19.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2018,,19.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2019,,21.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2020,,23.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2021,,15.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2022,,18.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",LV,Latvia,2023,,19,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",ME,Montenegro,2014,,7.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MK,North Macedonia,2014,,9.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2006,,5.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2007,,7.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2008,,9.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2009,,7.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2010,,7.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2011,,7.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2012,,9.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2013,,9.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2014,,10.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2015,,10.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2016,,11.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2017,,13.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2018,,13.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2019,,10.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2020,,7.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2021,,7.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2022,,5.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",MT,Malta,2023,,5.1,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2002,,18.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2006,,23.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2007,,19.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2008,,18.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2009,,18.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2010,,17.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2011,,18.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2012,,18.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2013,,17.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2014,,17.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2015,,16.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2016,,15.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2017,,15.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2018,,14.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2019,,14.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2020,,14.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2021,,14.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2022,,14.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NL,Netherlands,2023,,12.5,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2006,,16.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2007,,15.6,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2008,,17.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2009,,16.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2010,,16.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2011,,15.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2012,,14.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2013,,15.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2014,,14.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2015,,16.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2016,,14.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2017,,13.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2018,,13.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2019,,13.3,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2020,,13.6,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2021,,13.4,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2022,,13.7,,d,definition differs (see metadata),,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",NO,Norway,2023,,12.8,,dp,"definition differs (see metadata), provisional",,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2002,,7.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2006,,7.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2007,,14.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2008,,11.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2009,,8.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2010,,4.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2011,,5.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2012,,6.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2013,,7.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2014,,7.7,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2015,,7.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2016,,7.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2017,,7.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2018,,8.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2019,,6.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2020,,4.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2021,,6.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2022,,7.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PL,Poland,2023,,7.8,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2006,,8.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2007,,8.5,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2008,,9.2,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2009,,10.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2010,,12.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2011,,12.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2012,,15.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2013,,13.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2014,,14.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2015,,16.0,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2016,,13.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2017,,10.8,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2018,,8.9,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2019,,9.4,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2020,,8.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2021,,7.1,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2022,,6.3,,,,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",PT,Portugal,2023,,8.6,,p,provisional,,
dataflow,ESTAT:SDG_05_20(1.0),Gender pay gap in unadjusted form,A,Annual,PC,Percentage,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",RO,Romania,2002,,16.0,,,,,
